window_s,mean_err_bps,p95_err_bps
60,7.0729660855427925,19.362107000508693
120,8.088090220624627,21.773198839616082
300,10.423270887059026,27.841221649803607
600,13.407359921992928,35.70983145676872
900,15.823622665226006,43.29855786949046
1800,21.231187044004553,57.72927188838366
3600,26.804301131353775,75.64179045485211
7200,32.97571623910638,91.68337245317379
