window_s,mean_err_bps,p95_err_bps
60,4.630184682567447,11.738584605816868
120,6.042856173648544,15.922366294355015
300,9.411806330020482,26.20973092332133
600,13.295072685261657,39.694983007895644
900,16.309556610449523,48.77680326385598
1800,25.184544256311323,76.93824058469181
3600,40.32238257446426,125.96940829107916
7200,60.31697904846652,338.3246755963046
