window_s,mean_err_bps,p95_err_bps
60,6.3690366340614375,17.715486577289994
120,7.697038616831613,21.755675229273038
300,10.678686384448666,31.131759239258827
600,14.260074563687578,44.17439662657853
900,17.196459928185394,52.07017327034555
1800,25.941978182149267,80.8699771186075
3600,40.956287374865276,132.6946869654057
7200,60.79440822252031,342.61825493728975
