amount0,amount1,sqrtPriceX96,liquidity,tick,block,logIndex
668951462,-269155589774546351,1596493938068112141632996493131805,14560485861747503,198229,25821371,246
-105844688,43418305973070809,1596727828139367119610755830986528,14560485861747503,198232,25821844,161
-80653494,33093225572134745,1596906098035293605526038043959797,14560485861747503,198234,25821846,119
-177448853,72835697971180816,1597298456654696016950151275397688,14560485861747503,198239,25821852,204
-156640651,64324507143974066,1597644966340464887343676950652145,14560485861747503,198244,25821864,291
-136826308,56210584652399063,1597947767137386530695099182315642,14560485861747503,198247,25821881,836
-160655518,66027233611221050,1598303449240315092665671820423928,14560485861747503,198252,25821883,315
-603718828,248383217232498016,1599641464786409436193079006116987,14560485861747503,198269,25821889,218
-24255709,9988023045531444,1599695269267479347641314653863918,14560485861747503,198269,25821907,109
-532610836,219488127250341472,1600877629854141665963419804372999,14560485861747503,198284,25821914,219
1154838541,-466042019782506359,1598341749305072340447762605409339,14560485861747503,198252,25824314,280
724090808,-291458828605796746,1596755830561820610628759128355024,14560485861747503,198232,25824368,248
551531852,-221613159122951070,1595549963975155388297666112831521,14560485861747503,198217,25824778,152
601028143,-241120639477563911,1594237951080018451679323175447356,14560485861747503,198201,25824781,429
384421139,-154014777503769106,1593404877928577028306230474447092,14660788028821106,198190,25824781,536
683220634,-273329498822956421,1591927781751337710142390545809658,14660788028821106,198172,25824801,175
345227598,-137919246837715585,1591182454250467886139495607075114,14660788028821106,198163,25824807,193
256416979,-102355637961360187,1590629315558147133655678204886880,14660788028821106,198156,25824819,65
421929189,-168269424967826429,1589719973077966361277902731870208,14660788028821106,198144,25825151,232
992238685,-394957132718384519,1587585590680808392961401891327915,14660788028821106,198117,25825152,318
562732320,-223522691388665088,1586377654785128511162399703107832,14660788028821106,198102,25825252,280
1115232,-442642892306114,1586375262704775226573161187742013,14660788028821106,198102,25825438,352
437000370,-173345733610788362,1585438487415024701955276105147308,14660788028821106,198090,25825610,358
746716027,-295727899560289480,1583840348349081962678288136535569,14660788028821106,198070,25825661,284
194559060,-76954893625834393,1583424477469121780908652216428028,14660788028821106,198065,25825686,177
578494275,-228576127712240608,1582189232367858089675992279085232,14660788028821106,198049,25825935,178
-1525351997,615737852733983360,1585483457806560501372776820177659,14660788028821106,198091,25826367,221
-206897773,83715822992607337,1585931341256472910440323192561579,14660788028821106,198096,25826413,259
-962319320,390000000000000000,1588017858944786916023044558087124,14660788028821106,198123,25826417,363
-918397500,373157981748000000,1590014271071588856659275095063921,14660788028821106,198148,25826511,521
-245723227,100000000000000000,1590549275607053986295870316993547,14660788028821106,198155,25826513,502
