amount0,amount1,sqrtPriceX96,liquidity,tick,block,logIndex
2167786079,-1154598348955130454,1828449390616545298514408143229828,424175297375125515,200942,25598871,10
28926111,-15404678829364915,1828446513305194718808305098902060,424175297375125515,200942,25598871,209
-299000000,159267454439707377,1828476258568520715281184654574021,424175297375125515,200943,25598872,305
-64821474,34528948526297719,1828482707297609138768811752247218,424175297375125515,200943,25598872,325
-494093173,263200377210718524,1828531863382605764196144870459864,424175297375125515,200943,25598873,99
-3444876422,1835457725671363559,1828874658924644752130674084735926,424175297375125515,200947,25598874,129
540585944,-288016427737674427,1828820862740650100459052445017681,424175297375125515,200947,25598875,20
1967960866,-1048358185712554916,1828625048667495013449727557546815,424175297375125515,200944,25598876,19
15000000,-7989831758163500,1828623556313525051855871250227721,424175297375125515,200944,25598877,50
412674624,-219808272863572359,1828582500161334714236155709068486,424175297375125515,200944,25598877,166
-3647599881,1943599500673504000,1828945492582800798514868840802091,424175297375125515,200948,25598878,37
-6717675882,3581489136278476541,1829614382142394582685394567365924,424175297375125515,200955,25598878,73
5521632725,-2943428749249452993,1829064603659918604034142476697600,424175297375125515,200949,25598878,101
-507325341,270421303969509000,1829115108346665998747894701778173,424175297375125515,200950,25598878,223
-514645590,274338499455720174,1829166344620489024568823568071884,424175297375125515,200950,25598879,59
-289485945,154320987649107042,1829195166066970347336238427816459,424175297375125515,200951,25598879,66
-188507109,100493169570776819,1829213934470106208145085440116831,424175297375125515,200951,25598879,138
8553565641,-4556920663355875851,1828362785303440614197153055729919,424175297375125515,200942,25598880,2
-1078708048,574564008004250324,1828470092585872231189445079836933,424175297375125515,200943,25598883,96
-180831794,96325007339937688,1828488082530637058523004440786647,424175297375125515,200943,25598883,354
-1500926,799517297183818,1828488231850864609623437296751966,424175297375125515,200943,25598883,478
7414391453,-3947136151890165210,1827750979242230685075055085195794,424175297375125515,200935,25598884,21
-11493227740,6121133899893182464,1828894180408762376230866233084800,424175297375125515,200947,25598884,41
-4496423225,2396817056213264000,1829341817088409895921155360757697,424175297375125515,200952,25598885,42
158019487,-84235282596753722,1829326083483222820376588051397812,424175297375125515,200952,25598885,218
200000000,-106611713285599496,1829306170371359906504558268112241,424175297375125515,200952,25598885,226
-30907333,16478562867275696,1829309247956755149063236269898832,424175297375125515,200952,25598885,282
-723955156,386000000000000000,1829381338464412387751740432713221,424175297375125515,200953,25598885,491
-265673479,141660000000000000,1829407795307196647939858307594792,424175297375125515,200953,25598885,503
4659663665,-2483492694178156228,1828943924440611681898951061147674,424175297375125515,200948,25598886,12
1591841386,-848125956001687299,1828785510073979571741599457114709,424175297375125515,200946,25598887,62
-2140040527,1140466111878605999,1828998506915873887494234240450560,424175297375125515,200948,25598887,65
-93811660,50000000000000000,1829007845064534151573056023198537,424175297375125515,200949,25598887,125
-894915078,477000000000000000,1829096931002753070885015830614246,424175297375125515,200950,25598887,133
2580726026,-1375155321464789556,1828840077220919058619187301450412,424175297375125515,200947,25598887,149
-787108799,419458592529867520,1828918416554796439389596328808614,424175297375125515,200948,25598887,637
-1748981573,932179404048891900,1829092513151857337935628660261862,424175297375125515,200950,25598889,71
-187371342,99876474719785752,1829111166379229267264695189571467,424175297375125515,200950,25598889,260
-3840790207,2047744874680441600,1829493609300390463258719603542906,424175297375125515,200954,25598890,10
-4691558055,2502500000000000000,1829960983640836680403542721043222,424175297375125515,200959,25598890,17
267172458,-142516919747435284,1829934364095218029017684688668017,424175297375125515,200959,25598890,53
-797884339,425710242935908918,1830013871005912682085422061135688,424175297375125515,200960,25598890,157
