amount0,amount1,sqrtPriceX96,liquidity,tick,block,logIndex
6626122328,-3731859024585249103,1882959200795722861049077204386702,1421547848721055185,201530,25527162,20
18647916740,-10498159354197554327,1882374099227623467984462381058113,1421547848721055185,201524,25527206,29
18770271692,-10560454552630041048,1881785525715818692208075060332900,1421547848721055185,201518,25527207,35
6910498804,-3886293920165063031,1881568928063786049414398109361470,1421547848721055185,201515,25527208,46
10100243760,-5678518636902167142,1881252443045142793349948156940243,1421547848721055185,201512,25527208,67
2513282399,-1412710774709658978,1881173707405716341631784319651981,1421547848721055185,201511,25527208,173
1131655,-636074252180673,1881173671954926382747512909145151,1421547849324584840,201511,25527223,179
2768251505,-1555891468315546963,1881086956321566006893380961050784,1421547849324584840,201510,25527225,81
358022,-201215906773375,1881086945107053199694881464038879,1421547849324584840,201510,25527265,47
10791568647,-6064015067128377758,1880748974934993451683349691254019,1421547849324584840,201507,25527323,26
13451427381,-7555596902728025314,1880327873345211562409955225693987,1421547849324584840,201502,25527324,25
4711057253,-2645376471094393344,1880180436650018460981212684645980,1421547849324584840,201501,25527324,257
2333442,-1310182872328482,1880180363628641388400507341775149,1421547849324584840,201501,25527324,340
1252181734,-703061520493208592,1880141179388427717543572566012932,1421547849324584840,201500,25527325,302
10675359332,-5992696172468219788,1879807184084311498397980390960932,1421547849324584840,201497,25527334,25
10902439973,-6117972512724409010,1879466206662701700855745861045393,1421547849730129888,201493,25527413,40
35998315884,-20184927142924020022,1878341225404897562629515177914552,1421547849730129888,201481,25527429,112
3660238239,-2051010551999107039,1878226914938765096362139129467657,1421547849730129888,201480,25527430,308
14694619877,-8231602774268237753,1877768285412819010258001150504150,1422028676603946506,201475,25527431,52
468267224,-262246905051935692,1877753674356970307166007325562576,1422028676603946506,201475,25527431,1119
1585843298,-888100385766601634,1877704193947151473354776896744775,1422028676603946506,201474,25527432,87
131382,-73573832581743,1877704189847993940213642048443305,1422028677223559517,201474,25527493,22
3915712008,-2192667744997298784,1877582025619365574424969455790676,1422028677223559517,201473,25527539,84
19028910242,-10651492293806127596,1876988578963900949462963338819185,1422028677223559517,201467,25527543,25
1401224642,-784073740969639167,1876944894386530823987622455193544,1422028677223559517,201466,25527544,111
4732787874,-2648024119413748490,1876797360030413460349743477481092,1422028677223559517,201464,25527551,24
7489027439,-4189306795551196290,1876563953289089451280664388672729,1422028677223559517,201462,25527552,22
411649,-230244749865081,1876563940461029969606136486781308,1422028677558451235,201462,25527556,174
3781464494,-2114927480437510601,1876446107522236019566572397491166,1422028677558451235,201461,25527569,47
14290502657,-7990107882060440602,1876000939590128427873033192048848,1422028677558451235,201456,25527572,52
1021118492,-570782793765057252,1875969138493105259739434685647802,1422028677558451235,201456,25527573,292
3756572541,-2099674948343736765,1875852155347364396615901262121088,1422028677558451235,201454,25527574,39
15702508616,-8773826778054844720,1875363322608043525485815915068726,1422028677558451235,201449,25527576,21
9608147931,-5366328616818738271,1875064338232785884912774882847872,1422028677558451235,201446,25527577,56
8299820473,-4634226232854786601,1874806142856851744231111300225209,1422028677996696109,201443,25527578,15
10671878010,-5956795517922377429,1874474260686920363968094277111742,1422028677996696109,201440,25527579,28
17010706139,-9490624014267368538,1873945491673046860459797234541069,1422028677996696109,201434,25527581,21
-2114534402,1186559751416627611,1874011402384553908320625485545477,1422028678322567360,201435,25527644,65
-1692043893,949541565197732076,1874064147271689156699496092352490,1422028678322567360,201435,25527648,44
-6878792388,3860792637429400064,1874278605573860906639732602193598,1422028678322567360,201438,25527660,32
