timestamp,open,high,low,close
1783987260,1775.15,1775.71,1774.55,1774.92
1783987320,1774.91,1775.05,1773.75,1773.86
1783987380,1773.76,1775.06,1773.65,1773.65
1783987440,1773.65,1774.06,1772.77,1774.02
1783987500,1774.08,1774.52,1772.87,1773.0
1783987560,1773.0,1773.9,1772.25,1773.75
1783987620,1773.81,1773.81,1771.66,1772.62
1783987680,1772.62,1772.62,1772.1,1772.5
1783987740,1772.63,1775.0,1772.63,1774.3
1783987800,1774.4,1780.1,1774.4,1776.63
1783987860,1776.6,1778.23,1776.4,1777.49
1783987920,1777.46,1778.73,1777.29,1778.05
1783987980,1778.05,1779.02,1776.73,1778.81
1783988040,1778.81,1779.46,1777.83,1778.3
1783988100,1778.19,1778.19,1776.44,1776.73
1783988160,1776.6,1776.6,1776.01,1776.07
1783988220,1776.06,1776.16,1775.44,1775.98
1783988280,1776.04,1777.72,1776.04,1777.48
1783988340,1777.48,1777.48,1775.69,1775.86
1783988400,1776.17,1776.53,1774.74,1776.53
1783988460,1776.57,1779.2,1776.37,1779.04
1783988520,1779.04,1779.04,1776.91,1776.91
1783988580,1776.91,1777.33,1775.95,1776.39
1783988640,1776.31,1777.93,1776.31,1777.93
1783988700,1778.03,1778.03,1776.65,1777.37
1783988760,1777.29,1777.29,1775.03,1775.03
1783988820,1775.02,1775.93,1774.64,1775.51
1783988880,1775.61,1775.65,1774.81,1775.64
1783988940,1775.65,1777.3,1775.65,1776.97
1783989000,1776.98,1780.32,1776.98,1778.37
1783989060,1778.33,1778.58,1777.71,1778.58
1783989120,1778.58,1778.58,1777.28,1777.75
1783989180,1777.75,1781.94,1777.59,1781.24
1783989240,1781.12,1781.18,1779.06,1779.27
1783989300,1779.27,1781.75,1779.27,1781.75
1783989360,1781.74,1781.74,1779.25,1779.39
1783989420,1779.47,1781.12,1779.47,1779.72
1783989480,1779.73,1779.83,1778.42,1779.48
1783989540,1779.48,1779.48,1778.21,1778.81
1783989600,1778.92,1780.62,1778.92,1779.0
1783989660,1778.93,1778.93,1777.82,1777.93
1783989720,1777.72,1778.15,1777.46,1778.15
1783989780,1778.22,1778.99,1777.93,1777.93
1783989840,1777.82,1777.82,1777.16,1777.73
1783989900,1777.74,1779.68,1777.71,1779.25
1783989960,1779.14,1779.14,1778.01,1778.25
1783990020,1778.26,1778.85,1777.96,1778.85
1783990080,1778.89,1779.16,1777.84,1778.26
1783990140,1778.36,1779.25,1778.1,1779.25
1783990200,1779.24,1780.46,1779.1,1779.8
1783990260,1779.78,1782.32,1779.15,1782.31
1783990320,1782.31,1782.31,1780.18,1780.18
1783990380,1780.13,1780.75,1779.36,1780.54
1783990440,1780.54,1782.44,1780.53,1782.16
1783990500,1782.16,1786.84,1781.78,1785.08
1783990560,1785.0,1785.0,1783.18,1783.26
1783990620,1783.26,1784.75,1783.26,1784.36
1783990680,1784.34,1784.55,1783.88,1784.15
1783990740,1784.19,1784.5,1783.32,1784.49
1783990800,1784.49,1784.68,1783.0,1783.55
1783990860,1783.34,1783.5,1782.55,1782.65
1783990920,1782.65,1784.51,1782.65,1784.09
1783990980,1784.09,1784.43,1782.99,1782.99
1783991040,1782.93,1783.82,1782.93,1783.44
1783991100,1783.44,1783.44,1782.3,1782.82
1783991160,1782.82,1783.06,1782.22,1782.26
1783991220,1782.51,1784.07,1782.51,1783.27
1783991280,1783.28,1784.96,1782.91,1782.91
1783991340,1782.92,1783.61,1782.92,1783.58
1783991400,1783.58,1783.7,1782.65,1782.69
1783991460,1782.68,1783.41,1782.29,1783.31
1783991520,1783.4,1783.91,1783.2,1783.87
1783991580,1783.91,1784.48,1783.88,1784.19
1783991640,1784.19,1784.41,1783.5,1784.09
1783991700,1784.18,1784.63,1782.66,1784.24
1783991760,1784.24,1785.09,1783.66,1785.09
1783991820,1785.09,1787.06,1785.09,1787.05
1783991880,1787.05,1787.79,1786.01,1786.22
