amount0,amount1,sqrtPriceX96,liquidity,tick,block,logIndex
15000596484,-6083021567303128616,1597764346299071101540627084768087,2652459601471913186,198245,25821306,103
1,0,1597764346299071101540627084768087,2652459601471913186,198245,25821320,396
99000000,-40141750848768039,1597763147277167775116157499738847,2652459601471913186,198245,25821375,401
65334,-26490696955138,1597763146485898704585097087075017,2652459601471913186,198245,25821387,146
-21291953483,8686729388990852096,1598021838043932005697727333076921,2652459601471913186,198248,25821415,15
498026,-202000581112553,1598021832010236012936853006527363,2652459601471913186,198248,25821422,306
124589,-50533606289348,1598021830500812544506778402254390,2652459601471913186,198248,25821422,561
76509,-31032105206846,1598021829573892989116210514422857,2652459601471913186,198248,25821423,439
75714,-30709493975283,1598021828656609733207455628233166,2652459601471913186,198248,25821424,45
489731,-198636146750229,1598021822723408372779083092380917,2652459601471913186,198248,25821425,210
-5003367571,2041691021504100096,1598082624459910591099561349158887,2652459601471913186,198249,25821430,81
-8853074377,3612996037615081472,1598190219796692156068605292641583,2652459601471913186,198250,25821432,27
49500000,-20081583900959591,1598189619965881550635816430036885,2652459601471913186,198250,25821432,593
-18479562469,7543189337408760832,1598414256801548092380372778992915,2652459601471913186,198253,25821433,8
-6683077907,2728493753057913344,1598495511583233501696134199656012,2652459601471913186,198254,25821434,30
-17741537737,7244666333730051072,1598711258377841748464404671379376,2652459601471913186,198257,25821435,5
-33025465778,13490989946703421440,1599113021233853744962906500161693,2652459601471913186,198262,25821437,11
-8137864004,3325380269164780042,1599212051347992407132343763992576,2652459601471913186,198263,25821440,452
-71414566806,29199853482702721024,1600081625528737320325087245745517,2652459601471913186,198274,25821441,21
18082211793,-7352113605569666685,1599862020128812598604961076085819,2652459601471913186,198271,25821484,25
-28716296201,11747193160894955520,1600211852564615354513054000769212,2652459601471913186,198276,25821526,15
-3416418150,1397922060968581376,1600253482805384613325573154096056,2652459601471913186,198276,25821536,162
118972,-48390265780810,1600253481359982074767397249298194,2652459601471913186,198276,25821537,152
-18231343,7460053802070837,1600253703521034255782762713704407,2652459601471913186,198276,25821537,261
2514540621,-1022737164586546237,1600223154672621908410532403448687,2652459601471913186,198276,25821583,2618
22018167425,-8953764573205509181,1599955708444854016632375307029828,2652459601471913186,198273,25821588,5
1253977046,-509844060256177751,1599940479557657961608404025941769,2652459601471913186,198272,25821588,365
12527353870,-5092859493131264106,1599788357391740634508804137434524,2652459601471913186,198270,25821589,892
24150784313,-9815506055113552353,1599495171207693670112586071021061,2652459601471913186,198267,25821592,45
12747343724,-5179401113145252499,1599340464069876710261041690538138,2652459601471913186,198265,25821595,8
10781003640,-4379671215902343313,1599209644621143164356193449466427,2652459601471913186,198263,25821597,225
30956339571,-12571711436588063873,1598834131419649836475374503426993,2652459601471913186,198258,25821598,16
14949815365,-6069171309788474712,1598652847116359412347073418300494,2652459601471913186,198256,25821599,97
26045600414,-10570436291572642842,1598337111395487109738365843916985,2652459601471913186,198252,25821601,8
15935804289,-6465383167120487005,1598143992364382034071479712405023,2652459601471913186,198250,25821602,9
22890260851,-9284172027373136062,1597866676966331514604544715539242,2652459601471913186,198246,25821605,57
9152925,-3711734753137020,1597866566097942013707314012213755,2652459601471913186,198246,25821610,13
2908683,-1179541569008532,1597866530865393676353160026629316,2652459601471913186,198246,25821632,14
7567575,-3068836027194153,1597866439200193815346991807874255,2652459601471913186,198246,25821632,50
965167,-391398518319706,1597866427510568376323135848474288,2652761252191624862,198246,25821649,503
342783,-139006587441289,1597866423358955979522245649841895,2652761252191624862,198246,25821650,594
245605,-99598731548915,1597866420384310416204883940710019,2652761252191624862,198246,25821650,848
629841,-255415663377228,1597866412755989673046685477544583,2652761252191624862,198246,25821650,890
368355,-149376537739271,1597866408294665233070192728691540,2652761252191624862,198246,25821650,949
-7137575095,2912063664963167744,1597953119943046574552416083189345,2652761252191624862,198247,25821681,337
-7347248566,2997938614346573824,1598042388664099537583240380923278,2652761252191624862,198249,25821683,29
-3703717207,1511375276804127232,1598087392433471506215699286126397,2652761252191624862,198249,25821684,160
-26429966498,10787743805475756032,1598408615852774820048155758215644,2652761252191624862,198253,25821685,41
178790,-72552653949623,1598408613685895515243404258615460,2652761252191624862,198253,25821698,21
-57893650337,23645227074948243615,1599112690537198084687122245169785,2652761252191624862,198262,25821706,24
-25205461752,10301056456330000384,1599419422012936247202556392594256,2652761252191624862,198266,25821709,35
-6048181052,2472379750407724032,1599493041324959500975309497695836,2652761252191624862,198267,25821710,50
-11307040457,4622710573090172928,1599630690394451109969674175381455,2652761252191624862,198268,25821711,22
-17285656435,7068514396644362240,1599841167432544309907031933617085,2652761252191624862,198271,25821726,19
-21856817984,8940434116824807424,1600107384064014991485043186841433,2652761252191624862,198274,25821727,604
-18046429100,7384054363366865920,1600327256841278972222507764210182,2652761252191624862,198277,25821728,50
-2101021504,859806500000000000,1600352859042151505300170301119703,2652761252191624862,198277,25821728,380
128151,-52129988683764,1600352857485221641411406491637607,2652761252191624862,198277,25821743,19
-18562455902,7597557526516826112,1600579087682288666767457525270037,2652761252191624862,198280,25821758,15
-34958748101,14314344328348901376,1601005321630104824419582487810151,2652761252191624862,198286,25821784,30
-21341025505,8742127121199094784,1601265633333505715837406457087439,2652761252191624862,198289,25821785,19
97224,-39594491653466,1601265632150964762783747535049185,2652761252191624862,198289,25821785,645
-17152677232,7028475140271275008,1601474916952101798014814386786945,2652761252191624862,198291,25821789,13
-4785132934,1961082204295755264,1601533311510088891479074132229508,2652761252191624862,198292,25821791,54
-1219967721,500000000000000000,1601548199860475015029932689887260,2652761252191624862,198292,25821791,214
-7600761011,3115357804474715168,1601640964937617343316378256213779,2652761252191624862,198294,25821791,549
-31524456275,12924922873796825088,1602025826498534763467160971398959,2652761252191624862,198298,25821792,20
-26312559724,10792802699660400640,1602343735004267623687774905149258,2693212803436668619,198302,25821793,8
-2980707579,1222886471455805576,1602379601604496704447449177404259,2693212803436668619,198303,25821793,282
-11086003742,4548703904044283392,1602513012635115593147976846771884,2693212803436668619,198304,25821794,39
-6584382691,2702000000000000000,1602592260836875161424704899455625,2693212803436668619,198305,25821796,224
-11150638822,4576441108473815040,1602726485384730496429800262035103,2693212803436668619,198307,25821798,28
1264177,-515777671695131,1602726470211730746040167919368883,2693212803436668619,198307,25821805,464
114219,-46600637215067,1602726468840846553809850393620082,2693212803436668619,198307,25821815,692
134276,-54783862221042,1602726467229230593248096114337958,2693212803436668619,198307,25821851,20
-19165860994,7867836943639171072,1602957226640600283125735728723034,2693212803436668619,198310,25821852,29
-14386900768,5907500000000000000,1603130490427385867727797524144648,2693212803436668619,198312,25821854,36
-10109799643,4152015439522811392,1603252266799428853039995680650235,2693212803436668619,198314,25821859,115
-17397001576,7146288992330010624,1603461863598798338811704589385871,2693212803436668619,198316,25821863,12
-4532539312,1862169961003023462,1603516480038761393953475018348943,2693212803436668619,198317,25821863,431
-2661485918,1093516621447559139,1603548552291109253913980911408077,2693212803436668619,198317,25821864,297
-13432733493,5519733932189414400,1603710443108399143578396298741434,2693212803436668619,198319,25821880,58
-3850656184,1582504308287995136,1603756857105700621400283317882024,2693212803436668619,198320,25821881,38
-7680509464,3156732827746429440,1603849442375883560531038911772477,2693212803436668619,198321,25821884,91
-18516491534,7611881501321803776,1604072694752266490133513647860565,2693212803436668619,198324,25821885,29
-160593813,66027233611221050,1604074631295394117148172960636046,2693212803436668619,198324,25821886,571
-99527547494,40950874293931065344,1605275698337687295225299842039775,2693212803436668619,198339,25821889,5
